
 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 59 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 58 và 1|| Thời gian tách : 2022-08-07 00:01:39

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 189 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 188 và 1|| Thời gian tách : 2022-08-07 23:31:35

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 188 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 187 và 1|| Thời gian tách : 2022-08-07 23:31:38

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 187 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 186 và 1|| Thời gian tách : 2022-08-07 23:31:45

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 186 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 185 và 1|| Thời gian tách : 2022-08-07 23:31:48

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 185 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 184 và 1|| Thời gian tách : 2022-08-07 23:31:50

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 184 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 183 và 1|| Thời gian tách : 2022-08-07 23:31:53

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 183 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 182 và 1|| Thời gian tách : 2022-08-07 23:33:05

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 182 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 181 và 1|| Thời gian tách : 2022-08-07 23:33:07

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 181 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 180 và 1|| Thời gian tách : 2022-08-07 23:33:09

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 180 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 179 và 1|| Thời gian tách : 2022-08-07 23:33:14

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 179 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 178 và 1|| Thời gian tách : 2022-08-07 23:33:17

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 178 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 177 và 1|| Thời gian tách : 2022-08-07 23:33:19

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 177 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 176 và 1|| Thời gian tách : 2022-08-07 23:33:21

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 176 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 175 và 1|| Thời gian tách : 2022-08-07 23:33:23

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 175 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 174 và 1|| Thời gian tách : 2022-08-07 23:33:24

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 174 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 173 và 1|| Thời gian tách : 2022-08-07 23:33:27

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 173 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 172 và 1|| Thời gian tách : 2022-08-07 23:33:28

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 172 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 171 và 1|| Thời gian tách : 2022-08-07 23:33:30

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 171 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 170 và 1|| Thời gian tách : 2022-08-07 23:33:33

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 185 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 183 và 2|| Thời gian tách : 2022-08-07 23:33:42

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 183 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 181 và 2|| Thời gian tách : 2022-08-07 23:33:46

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 181 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 179 và 2|| Thời gian tách : 2022-08-07 23:33:51

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 179 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 177 và 2|| Thời gian tách : 2022-08-07 23:33:53

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 177 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 175 và 2|| Thời gian tách : 2022-08-07 23:33:55

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 175 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 173 và 2|| Thời gian tách : 2022-08-07 23:33:57

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 173 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 171 và 2|| Thời gian tách : 2022-08-07 23:33:59

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 171 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 169 và 2|| Thời gian tách : 2022-08-07 23:34:06

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 169 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 167 và 2|| Thời gian tách : 2022-08-07 23:34:08

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 167 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 165 và 2|| Thời gian tách : 2022-08-07 23:34:10

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 165 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 163 và 2|| Thời gian tách : 2022-08-07 23:34:12

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 20 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 19 và 1|| Thời gian tách : 2022-08-07 23:37:14

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 19 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 18 và 1|| Thời gian tách : 2022-08-07 23:37:18

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 18 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 17 và 1|| Thời gian tách : 2022-08-07 23:37:22

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 17 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 16 và 1|| Thời gian tách : 2022-08-07 23:37:26

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 16 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 15 và 1|| Thời gian tách : 2022-08-07 23:37:30

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 15 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14 và 1|| Thời gian tách : 2022-08-07 23:37:34

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 14 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 13 và 1|| Thời gian tách : 2022-08-07 23:37:36

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 13 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 12 và 1|| Thời gian tách : 2022-08-07 23:37:38

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 12 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 11 và 1|| Thời gian tách : 2022-08-07 23:37:40

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 11 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 10 và 1|| Thời gian tách : 2022-08-07 23:37:42

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 10 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 9 và 1|| Thời gian tách : 2022-08-07 23:37:44

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 9 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 8 và 1|| Thời gian tách : 2022-08-07 23:37:46

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 8 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 7 và 1|| Thời gian tách : 2022-08-07 23:37:48

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 7 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 6 và 1|| Thời gian tách : 2022-08-07 23:37:50

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 6 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 5 và 1|| Thời gian tách : 2022-08-07 23:37:52

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 5 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 4 và 1|| Thời gian tách : 2022-08-07 23:37:58

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-08-07 23:38:00

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 3 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 2 và 1|| Thời gian tách : 2022-08-07 23:38:02

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-08-07 23:38:04

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 185 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 184 và 1|| Thời gian tách : 2022-08-07 23:39:20

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 184 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 183 và 1|| Thời gian tách : 2022-08-07 23:39:23

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 183 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 182 và 1|| Thời gian tách : 2022-08-07 23:39:24

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 182 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 181 và 1|| Thời gian tách : 2022-08-07 23:39:26

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 181 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 180 và 1|| Thời gian tách : 2022-08-07 23:39:28

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 180 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 179 và 1|| Thời gian tách : 2022-08-07 23:39:29

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 179 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 178 và 1|| Thời gian tách : 2022-08-07 23:39:31

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 178 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 177 và 1|| Thời gian tách : 2022-08-07 23:39:33

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 177 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 176 và 1|| Thời gian tách : 2022-08-07 23:39:35

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 176 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 175 và 1|| Thời gian tách : 2022-08-07 23:39:38

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 175 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 174 và 1|| Thời gian tách : 2022-08-07 23:39:50

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 174 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 173 và 1|| Thời gian tách : 2022-08-07 23:39:51

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 173 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 172 và 1|| Thời gian tách : 2022-08-07 23:39:53

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 172 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 171 và 1|| Thời gian tách : 2022-08-07 23:39:59

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 171 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 170 và 1|| Thời gian tách : 2022-08-07 23:40:02

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 170 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 169 và 1|| Thời gian tách : 2022-08-07 23:40:03

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 169 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 168 và 1|| Thời gian tách : 2022-08-07 23:40:05

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 168 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 167 và 1|| Thời gian tách : 2022-08-07 23:40:07

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 167 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 166 và 1|| Thời gian tách : 2022-08-07 23:40:09

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 166 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 165 và 1|| Thời gian tách : 2022-08-07 23:40:11

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 165 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 164 và 1|| Thời gian tách : 2022-08-07 23:40:12

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1242 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1241 và 1|| Thời gian tách : 2022-08-07 23:40:17

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1241 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1240 và 1|| Thời gian tách : 2022-08-07 23:40:21

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1240 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1239 và 1|| Thời gian tách : 2022-08-07 23:40:24

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1239 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1238 và 1|| Thời gian tách : 2022-08-07 23:40:25

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1238 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1237 và 1|| Thời gian tách : 2022-08-07 23:40:27

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1237 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1236 và 1|| Thời gian tách : 2022-08-07 23:40:29

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1236 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1235 và 1|| Thời gian tách : 2022-08-07 23:40:31

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1235 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1234 và 1|| Thời gian tách : 2022-08-07 23:40:33

 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 1234 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1233 và 1|| Thời gian tách : 2022-08-07 23:40:35

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 163 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 162 và 1|| Thời gian tách : 2022-08-07 23:41:24

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 162 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 161 và 1|| Thời gian tách : 2022-08-07 23:41:26

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 161 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 160 và 1|| Thời gian tách : 2022-08-07 23:41:28

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 160 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 159 và 1|| Thời gian tách : 2022-08-07 23:41:32

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 159 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 158 và 1|| Thời gian tách : 2022-08-07 23:41:33

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 158 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 157 và 1|| Thời gian tách : 2022-08-07 23:41:35

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 157 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 156 và 1|| Thời gian tách : 2022-08-07 23:41:36

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 156 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 155 và 1|| Thời gian tách : 2022-08-07 23:41:38

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 155 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 154 và 1|| Thời gian tách : 2022-08-07 23:41:40

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 154 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 153 và 1|| Thời gian tách : 2022-08-07 23:41:41

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 153 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 152 và 1|| Thời gian tách : 2022-08-07 23:41:44

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 152 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 151 và 1|| Thời gian tách : 2022-08-07 23:41:46

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 151 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 150 và 1|| Thời gian tách : 2022-08-07 23:41:48

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 150 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 149 và 1|| Thời gian tách : 2022-08-07 23:41:50

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 149 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 148 và 1|| Thời gian tách : 2022-08-07 23:41:51

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 148 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 147 và 1|| Thời gian tách : 2022-08-07 23:41:53

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 147 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 146 và 1|| Thời gian tách : 2022-08-07 23:41:58

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 146 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 145 và 1|| Thời gian tách : 2022-08-07 23:42:00

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 145 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 144 và 1|| Thời gian tách : 2022-08-07 23:42:02

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 144 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 143 và 1|| Thời gian tách : 2022-08-07 23:42:04

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 143 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 142 và 1|| Thời gian tách : 2022-08-07 23:42:05

 Name : blue03 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 142 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 141 và 1|| Thời gian tách : 2022-08-07 23:42:07

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 427 || Số lượng vật phẩm ban đầu 3 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 2 và 1|| Thời gian tách : 2022-08-07 23:43:00

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14882 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14881 và 1|| Thời gian tách : 2022-08-07 23:43:21

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14881 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14880 và 1|| Thời gian tách : 2022-08-07 23:43:23

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14880 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14879 và 1|| Thời gian tách : 2022-08-07 23:43:25

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14879 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14878 và 1|| Thời gian tách : 2022-08-07 23:43:27

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14878 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14877 và 1|| Thời gian tách : 2022-08-07 23:43:29

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14877 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14876 và 1|| Thời gian tách : 2022-08-07 23:43:31

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14876 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14875 và 1|| Thời gian tách : 2022-08-07 23:43:33

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14875 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14874 và 1|| Thời gian tách : 2022-08-07 23:43:35

 Name : nhinlolzz đã tách vật phẩm || Vật phẩm tách: 1003 || Số lượng vật phẩm ban đầu 19964 || Số lượng tách: 10036 || Số lượng vật phẩm sau khi tách: 9928 và 10036|| Thời gian tách : 2022-08-07 23:43:59

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 122 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 121 và 1|| Thời gian tách : 2022-08-07 23:47:14

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 121 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 120 và 1|| Thời gian tách : 2022-08-07 23:47:15

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 120 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 119 và 1|| Thời gian tách : 2022-08-07 23:47:17

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 119 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 118 và 1|| Thời gian tách : 2022-08-07 23:47:19

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 118 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 117 và 1|| Thời gian tách : 2022-08-07 23:47:21

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 117 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 116 và 1|| Thời gian tách : 2022-08-07 23:47:22

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 116 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 115 và 1|| Thời gian tách : 2022-08-07 23:47:23

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 115 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 114 và 1|| Thời gian tách : 2022-08-07 23:47:24

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 114 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 113 và 1|| Thời gian tách : 2022-08-07 23:47:26

 Name : emcute đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 113 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 112 và 1|| Thời gian tách : 2022-08-07 23:47:27

